id,path,label
86,http://localhost/SearchEngine/reverse_image_search/train/dugong/n02074367_21374.JPEG,dugong
87,http://localhost/SearchEngine/reverse_image_search/train/dugong/n02074367_7060.JPEG,dugong
88,http://localhost/SearchEngine/reverse_image_search/train/dugong/n02074367_16898.JPEG,dugong
89,http://localhost/SearchEngine/reverse_image_search/train/dugong/n02074367_2045.JPEG,dugong
90,http://localhost/SearchEngine/reverse_image_search/train/Bouvier_des_Flandres/n02106382_2474.JPEG,Bouvier_des_Flandres
91,http://localhost/SearchEngine/reverse_image_search/train/Bouvier_des_Flandres/n02106382_2705.JPEG,Bouvier_des_Flandres
92,http://localhost/SearchEngine/reverse_image_search/train/Bouvier_des_Flandres/n02106382_4153.JPEG,Bouvier_des_Flandres
93,http://localhost/SearchEngine/reverse_image_search/train/Bouvier_des_Flandres/n02106382_404.JPEG,Bouvier_des_Flandres
94,http://localhost/SearchEngine/reverse_image_search/train/Bouvier_des_Flandres/n02106382_9318.JPEG,Bouvier_des_Flandres
95,http://localhost/SearchEngine/reverse_image_search/train/Bouvier_des_Flandres/n02106382_5429.JPEG,Bouvier_des_Flandres
96,http://localhost/SearchEngine/reverse_image_search/train/Bouvier_des_Flandres/n02106382_8906.JPEG,Bouvier_des_Flandres
97,http://localhost/SearchEngine/reverse_image_search/train/Bouvier_des_Flandres/n02106382_2872.JPEG,Bouvier_des_Flandres
98,http://localhost/SearchEngine/reverse_image_search/train/Bouvier_des_Flandres/n02106382_6290.JPEG,Bouvier_des_Flandres
99,http://localhost/SearchEngine/reverse_image_search/train/Bouvier_des_Flandres/n02106382_6653.JPEG,Bouvier_des_Flandres
100,http://localhost/SearchEngine/reverse_image_search/train/mongoose/n02137549_5043.JPEG,mongoose
101,http://localhost/SearchEngine/reverse_image_search/train/mongoose/n02137549_7436.JPEG,mongoose
102,http://localhost/SearchEngine/reverse_image_search/train/mongoose/n02137549_7552.JPEG,mongoose
103,http://localhost/SearchEngine/reverse_image_search/train/mongoose/n02137549_7641.JPEG,mongoose
104,http://localhost/SearchEngine/reverse_image_search/train/mongoose/n02137549_5694.JPEG,mongoose
105,http://localhost/SearchEngine/reverse_image_search/train/mongoose/n02137549_2872.JPEG,mongoose
106,http://localhost/SearchEngine/reverse_image_search/train/mongoose/n02137549_10713.JPEG,mongoose
107,http://localhost/SearchEngine/reverse_image_search/train/mongoose/n02137549_9314.JPEG,mongoose
108,http://localhost/SearchEngine/reverse_image_search/train/mongoose/n02137549_2769.JPEG,mongoose
109,http://localhost/SearchEngine/reverse_image_search/train/mongoose/n02137549_7891.JPEG,mongoose
110,http://localhost/SearchEngine/reverse_image_search/train/screen/n04152593_18911.JPEG,screen
111,http://localhost/SearchEngine/reverse_image_search/train/screen/n04152593_20281.JPEG,screen
112,http://localhost/SearchEngine/reverse_image_search/train/screen/n04152593_13170.JPEG,screen
113,http://localhost/SearchEngine/reverse_image_search/train/screen/n04152593_70995.JPEG,screen
114,http://localhost/SearchEngine/reverse_image_search/train/screen/n04152593_60736.JPEG,screen
115,http://localhost/SearchEngine/reverse_image_search/train/screen/n04152593_2793.JPEG,screen
116,http://localhost/SearchEngine/reverse_image_search/train/screen/n04152593_29558.JPEG,screen
117,http://localhost/SearchEngine/reverse_image_search/train/screen/n04152593_345.JPEG,screen
118,http://localhost/SearchEngine/reverse_image_search/train/screen/n04152593_36277.JPEG,screen
119,http://localhost/SearchEngine/reverse_image_search/train/screen/n04152593_5333.JPEG,screen
120,http://localhost/SearchEngine/reverse_image_search/train/dishwasher/n03207941_10900.JPEG,dishwasher
121,http://localhost/SearchEngine/reverse_image_search/train/dishwasher/n03207941_7670.JPEG,dishwasher
122,http://localhost/SearchEngine/reverse_image_search/train/dishwasher/n03207941_11123.JPEG,dishwasher
123,http://localhost/SearchEngine/reverse_image_search/train/dishwasher/n03207941_436.JPEG,dishwasher
124,http://localhost/SearchEngine/reverse_image_search/train/dishwasher/n03207941_15169.JPEG,dishwasher
125,http://localhost/SearchEngine/reverse_image_search/train/dishwasher/n03207941_8944.JPEG,dishwasher
126,http://localhost/SearchEngine/reverse_image_search/train/dishwasher/n03207941_12359.JPEG,dishwasher
127,http://localhost/SearchEngine/reverse_image_search/train/dishwasher/n03207941_7160.JPEG,dishwasher
128,http://localhost/SearchEngine/reverse_image_search/train/dishwasher/n03207941_20047.JPEG,dishwasher
129,http://localhost/SearchEngine/reverse_image_search/train/dishwasher/n03207941_13200.JPEG,dishwasher
130,http://localhost/SearchEngine/reverse_image_search/train/carousel/n02966193_41665.JPEG,carousel
131,http://localhost/SearchEngine/reverse_image_search/train/carousel/n02966193_27604.JPEG,carousel
132,http://localhost/SearchEngine/reverse_image_search/train/carousel/n02966193_17155.JPEG,carousel
133,http://localhost/SearchEngine/reverse_image_search/train/carousel/n02966193_25350.JPEG,carousel
134,http://localhost/SearchEngine/reverse_image_search/train/carousel/n02966193_14630.JPEG,carousel
135,http://localhost/SearchEngine/reverse_image_search/train/carousel/n02966193_7683.JPEG,carousel
136,http://localhost/SearchEngine/reverse_image_search/train/carousel/n02966193_38636.JPEG,carousel
137,http://localhost/SearchEngine/reverse_image_search/train/carousel/n02966193_575.JPEG,carousel
138,http://localhost/SearchEngine/reverse_image_search/train/carousel/n02966193_41621.JPEG,carousel
139,http://localhost/SearchEngine/reverse_image_search/train/carousel/n02966193_3789.JPEG,carousel
140,http://localhost/SearchEngine/reverse_image_search/train/cliff_dwelling/n03042490_6749.JPEG,cliff_dwelling
141,http://localhost/SearchEngine/reverse_image_search/train/cliff_dwelling/n03042490_8178.JPEG,cliff_dwelling
142,http://localhost/SearchEngine/reverse_image_search/train/cliff_dwelling/n03042490_4124.JPEG,cliff_dwelling
143,http://localhost/SearchEngine/reverse_image_search/train/cliff_dwelling/n03042490_2061.JPEG,cliff_dwelling
144,http://localhost/SearchEngine/reverse_image_search/train/cliff_dwelling/n03042490_1526.JPEG,cliff_dwelling
145,http://localhost/SearchEngine/reverse_image_search/train/cliff_dwelling/n03042490_2390.JPEG,cliff_dwelling
146,http://localhost/SearchEngine/reverse_image_search/train/cliff_dwelling/n03042490_10143.JPEG,cliff_dwelling
147,http://localhost/SearchEngine/reverse_image_search/train/cliff_dwelling/n03042490_2171.JPEG,cliff_dwelling
148,http://localhost/SearchEngine/reverse_image_search/train/cliff_dwelling/n03042490_4084.JPEG,cliff_dwelling
149,http://localhost/SearchEngine/reverse_image_search/train/cliff_dwelling/n03042490_10980.JPEG,cliff_dwelling
150,http://localhost/SearchEngine/reverse_image_search/train/cocktail_shaker/n03062245_3194.JPEG,cocktail_shaker
151,http://localhost/SearchEngine/reverse_image_search/train/cocktail_shaker/n03062245_4550.JPEG,cocktail_shaker
152,http://localhost/SearchEngine/reverse_image_search/train/cocktail_shaker/n03062245_7972.JPEG,cocktail_shaker
153,http://localhost/SearchEngine/reverse_image_search/train/cocktail_shaker/n03062245_1019.JPEG,cocktail_shaker
154,http://localhost/SearchEngine/reverse_image_search/train/cocktail_shaker/n03062245_1186.JPEG,cocktail_shaker
155,http://localhost/SearchEngine/reverse_image_search/train/cocktail_shaker/n03062245_12368.JPEG,cocktail_shaker
156,http://localhost/SearchEngine/reverse_image_search/train/cocktail_shaker/n03062245_528.JPEG,cocktail_shaker
157,http://localhost/SearchEngine/reverse_image_search/train/cocktail_shaker/n03062245_15980.JPEG,cocktail_shaker
158,http://localhost/SearchEngine/reverse_image_search/train/cocktail_shaker/n03062245_1498.JPEG,cocktail_shaker
159,http://localhost/SearchEngine/reverse_image_search/train/cocktail_shaker/n03062245_2941.JPEG,cocktail_shaker
160,http://localhost/SearchEngine/reverse_image_search/train/minibus/n03769881_4205.JPEG,minibus
161,http://localhost/SearchEngine/reverse_image_search/train/minibus/n03769881_3883.JPEG,minibus
162,http://localhost/SearchEngine/reverse_image_search/train/minibus/n03769881_1043.JPEG,minibus
163,http://localhost/SearchEngine/reverse_image_search/train/minibus/n03769881_8573.JPEG,minibus
164,http://localhost/SearchEngine/reverse_image_search/train/minibus/n03769881_2483.JPEG,minibus
165,http://localhost/SearchEngine/reverse_image_search/train/minibus/n03769881_5168.JPEG,minibus
166,http://localhost/SearchEngine/reverse_image_search/train/minibus/n03769881_59.JPEG,minibus
167,http://localhost/SearchEngine/reverse_image_search/train/minibus/n03769881_10813.JPEG,minibus
168,http://localhost/SearchEngine/reverse_image_search/train/minibus/n03769881_8116.JPEG,minibus
169,http://localhost/SearchEngine/reverse_image_search/train/minibus/n03769881_619.JPEG,minibus
170,http://localhost/SearchEngine/reverse_image_search/train/toilet_seat/n04447861_9201.JPEG,toilet_seat
171,http://localhost/SearchEngine/reverse_image_search/train/toilet_seat/n04447861_11758.JPEG,toilet_seat
172,http://localhost/SearchEngine/reverse_image_search/train/toilet_seat/n04447861_1884.JPEG,toilet_seat
173,http://localhost/SearchEngine/reverse_image_search/train/toilet_seat/n04447861_1510.JPEG,toilet_seat
174,http://localhost/SearchEngine/reverse_image_search/train/toilet_seat/n04447861_6480.JPEG,toilet_seat
175,http://localhost/SearchEngine/reverse_image_search/train/toilet_seat/n04447861_18243.JPEG,toilet_seat
176,http://localhost/SearchEngine/reverse_image_search/train/toilet_seat/n04447861_454.JPEG,toilet_seat
177,http://localhost/SearchEngine/reverse_image_search/train/toilet_seat/n04447861_6808.JPEG,toilet_seat
178,http://localhost/SearchEngine/reverse_image_search/train/toilet_seat/n04447861_18719.JPEG,toilet_seat
179,http://localhost/SearchEngine/reverse_image_search/train/toilet_seat/n04447861_1614.JPEG,toilet_seat
180,http://localhost/SearchEngine/reverse_image_search/train/china_cabinet/n03018349_2404.JPEG,china_cabinet
181,http://localhost/SearchEngine/reverse_image_search/train/china_cabinet/n03018349_5674.JPEG,china_cabinet
182,http://localhost/SearchEngine/reverse_image_search/train/china_cabinet/n03018349_2119.JPEG,china_cabinet
183,http://localhost/SearchEngine/reverse_image_search/train/china_cabinet/n03018349_1038.JPEG,china_cabinet
184,http://localhost/SearchEngine/reverse_image_search/train/china_cabinet/n03018349_2665.JPEG,china_cabinet
185,http://localhost/SearchEngine/reverse_image_search/train/china_cabinet/n03018349_361.JPEG,china_cabinet
186,http://localhost/SearchEngine/reverse_image_search/train/china_cabinet/n03018349_20592.JPEG,china_cabinet
187,http://localhost/SearchEngine/reverse_image_search/train/china_cabinet/n03018349_2126.JPEG,china_cabinet
188,http://localhost/SearchEngine/reverse_image_search/train/china_cabinet/n03018349_4049.JPEG,china_cabinet
189,http://localhost/SearchEngine/reverse_image_search/train/china_cabinet/n03018349_13788.JPEG,china_cabinet
190,http://localhost/SearchEngine/reverse_image_search/train/standard_poodle/n02113799_1666.JPEG,standard_poodle
191,http://localhost/SearchEngine/reverse_image_search/train/standard_poodle/n02113799_1399.JPEG,standard_poodle
192,http://localhost/SearchEngine/reverse_image_search/train/standard_poodle/n02113799_6784.JPEG,standard_poodle
193,http://localhost/SearchEngine/reverse_image_search/train/standard_poodle/n02113799_7970.JPEG,standard_poodle
194,http://localhost/SearchEngine/reverse_image_search/train/standard_poodle/n02113799_15958.JPEG,standard_poodle
195,http://localhost/SearchEngine/reverse_image_search/train/standard_poodle/n02113799_9150.JPEG,standard_poodle
196,http://localhost/SearchEngine/reverse_image_search/train/standard_poodle/n02113799_9692.JPEG,standard_poodle
197,http://localhost/SearchEngine/reverse_image_search/train/standard_poodle/n02113799_671.JPEG,standard_poodle
198,http://localhost/SearchEngine/reverse_image_search/train/standard_poodle/n02113799_902.JPEG,standard_poodle
199,http://localhost/SearchEngine/reverse_image_search/train/standard_poodle/n02113799_3304.JPEG,standard_poodle
200,http://localhost/SearchEngine/reverse_image_search/train/ruffed_grouse/n01797886_5207.JPEG,ruffed_grouse
201,http://localhost/SearchEngine/reverse_image_search/train/ruffed_grouse/n01797886_10810.JPEG,ruffed_grouse
202,http://localhost/SearchEngine/reverse_image_search/train/ruffed_grouse/n01797886_17531.JPEG,ruffed_grouse
203,http://localhost/SearchEngine/reverse_image_search/train/ruffed_grouse/n01797886_6758.JPEG,ruffed_grouse
204,http://localhost/SearchEngine/reverse_image_search/train/ruffed_grouse/n01797886_17360.JPEG,ruffed_grouse
205,http://localhost/SearchEngine/reverse_image_search/train/ruffed_grouse/n01797886_6856.JPEG,ruffed_grouse
206,http://localhost/SearchEngine/reverse_image_search/train/ruffed_grouse/n01797886_13048.JPEG,ruffed_grouse
207,http://localhost/SearchEngine/reverse_image_search/train/ruffed_grouse/n01797886_20346.JPEG,ruffed_grouse
208,http://localhost/SearchEngine/reverse_image_search/train/ruffed_grouse/n01797886_55.JPEG,ruffed_grouse
209,http://localhost/SearchEngine/reverse_image_search/train/ruffed_grouse/n01797886_13537.JPEG,ruffed_grouse
210,http://localhost/SearchEngine/reverse_image_search/train/bannister/n02788148_94636.JPEG,bannister
211,http://localhost/SearchEngine/reverse_image_search/train/bannister/n02788148_10587.JPEG,bannister
212,http://localhost/SearchEngine/reverse_image_search/train/bannister/n02788148_64657.JPEG,bannister
213,http://localhost/SearchEngine/reverse_image_search/train/bannister/n02788148_607.JPEG,bannister
214,http://localhost/SearchEngine/reverse_image_search/train/bannister/n02788148_39278.JPEG,bannister
215,http://localhost/SearchEngine/reverse_image_search/train/bannister/n02788148_88795.JPEG,bannister
216,http://localhost/SearchEngine/reverse_image_search/train/bannister/n02788148_39611.JPEG,bannister
217,http://localhost/SearchEngine/reverse_image_search/train/bannister/n02788148_44881.JPEG,bannister
218,http://localhost/SearchEngine/reverse_image_search/train/bannister/n02788148_78830.JPEG,bannister
219,http://localhost/SearchEngine/reverse_image_search/train/bannister/n02788148_82451.JPEG,bannister
220,http://localhost/SearchEngine/reverse_image_search/train/Airedale/n02096051_8169.JPEG,Airedale
221,http://localhost/SearchEngine/reverse_image_search/train/Airedale/n02096051_5976.JPEG,Airedale
222,http://localhost/SearchEngine/reverse_image_search/train/Airedale/n02096051_8871.JPEG,Airedale
223,http://localhost/SearchEngine/reverse_image_search/train/Airedale/n02096051_7156.JPEG,Airedale
224,http://localhost/SearchEngine/reverse_image_search/train/Airedale/n02096051_4548.JPEG,Airedale
225,http://localhost/SearchEngine/reverse_image_search/train/Airedale/n02096051_2045.JPEG,Airedale
226,http://localhost/SearchEngine/reverse_image_search/train/Airedale/n02096051_1537.JPEG,Airedale
227,http://localhost/SearchEngine/reverse_image_search/train/Airedale/n02096051_910.JPEG,Airedale
228,http://localhost/SearchEngine/reverse_image_search/train/Airedale/n02096051_5821.JPEG,Airedale
229,http://localhost/SearchEngine/reverse_image_search/train/Airedale/n02096051_2773.JPEG,Airedale
230,http://localhost/SearchEngine/reverse_image_search/train/parachute/n03888257_31784.JPEG,parachute
231,http://localhost/SearchEngine/reverse_image_search/train/parachute/n03888257_9066.JPEG,parachute
232,http://localhost/SearchEngine/reverse_image_search/train/parachute/n03888257_52194.JPEG,parachute
233,http://localhost/SearchEngine/reverse_image_search/train/parachute/n03888257_4738.JPEG,parachute
234,http://localhost/SearchEngine/reverse_image_search/train/parachute/n03888257_13175.JPEG,parachute
235,http://localhost/SearchEngine/reverse_image_search/train/parachute/n03888257_19451.JPEG,parachute
236,http://localhost/SearchEngine/reverse_image_search/train/parachute/n03888257_63966.JPEG,parachute
237,http://localhost/SearchEngine/reverse_image_search/train/parachute/n03888257_22330.JPEG,parachute
238,http://localhost/SearchEngine/reverse_image_search/train/parachute/n03888257_25150.JPEG,parachute
239,http://localhost/SearchEngine/reverse_image_search/train/parachute/n03888257_2007.JPEG,parachute
240,http://localhost/SearchEngine/reverse_image_search/train/grocery_store/n03461385_76359.JPEG,grocery_store
241,http://localhost/SearchEngine/reverse_image_search/train/grocery_store/n03461385_49979.JPEG,grocery_store
242,http://localhost/SearchEngine/reverse_image_search/train/grocery_store/n03461385_107307.JPEG,grocery_store
243,http://localhost/SearchEngine/reverse_image_search/train/grocery_store/n03461385_11704.JPEG,grocery_store
244,http://localhost/SearchEngine/reverse_image_search/train/grocery_store/n03461385_3638.JPEG,grocery_store
245,http://localhost/SearchEngine/reverse_image_search/train/grocery_store/n03461385_72736.JPEG,grocery_store
246,http://localhost/SearchEngine/reverse_image_search/train/grocery_store/n03461385_9780.JPEG,grocery_store
247,http://localhost/SearchEngine/reverse_image_search/train/grocery_store/n03461385_16123.JPEG,grocery_store
248,http://localhost/SearchEngine/reverse_image_search/train/grocery_store/n03461385_71484.JPEG,grocery_store
249,http://localhost/SearchEngine/reverse_image_search/train/grocery_store/n03461385_31572.JPEG,grocery_store
250,http://localhost/SearchEngine/reverse_image_search/train/ambulance/n02701002_3315.JPEG,ambulance
251,http://localhost/SearchEngine/reverse_image_search/train/ambulance/n02701002_1264.JPEG,ambulance
252,http://localhost/SearchEngine/reverse_image_search/train/ambulance/n02701002_18950.JPEG,ambulance
253,http://localhost/SearchEngine/reverse_image_search/train/ambulance/n02701002_4047.JPEG,ambulance
254,http://localhost/SearchEngine/reverse_image_search/train/ambulance/n02701002_15786.JPEG,ambulance
255,http://localhost/SearchEngine/reverse_image_search/train/ambulance/n02701002_21621.JPEG,ambulance
256,http://localhost/SearchEngine/reverse_image_search/train/ambulance/n02701002_773.JPEG,ambulance
257,http://localhost/SearchEngine/reverse_image_search/train/ambulance/n02701002_11033.JPEG,ambulance
258,http://localhost/SearchEngine/reverse_image_search/train/ambulance/n02701002_2937.JPEG,ambulance
259,http://localhost/SearchEngine/reverse_image_search/train/ambulance/n02701002_17491.JPEG,ambulance
260,http://localhost/SearchEngine/reverse_image_search/train/chain_mail/n03000247_39409.JPEG,chain_mail
261,http://localhost/SearchEngine/reverse_image_search/train/chain_mail/n03000247_39575.JPEG,chain_mail
262,http://localhost/SearchEngine/reverse_image_search/train/chain_mail/n03000247_15536.JPEG,chain_mail
263,http://localhost/SearchEngine/reverse_image_search/train/chain_mail/n03000247_2521.JPEG,chain_mail
264,http://localhost/SearchEngine/reverse_image_search/train/chain_mail/n03000247_2356.JPEG,chain_mail
265,http://localhost/SearchEngine/reverse_image_search/train/chain_mail/n03000247_13057.JPEG,chain_mail
266,http://localhost/SearchEngine/reverse_image_search/train/chain_mail/n03000247_25442.JPEG,chain_mail
267,http://localhost/SearchEngine/reverse_image_search/train/chain_mail/n03000247_24733.JPEG,chain_mail
268,http://localhost/SearchEngine/reverse_image_search/train/chain_mail/n03000247_52398.JPEG,chain_mail
269,http://localhost/SearchEngine/reverse_image_search/train/chain_mail/n03000247_25999.JPEG,chain_mail
270,http://localhost/SearchEngine/reverse_image_search/train/lynx/n02127052_7004.JPEG,lynx
271,http://localhost/SearchEngine/reverse_image_search/train/lynx/n02127052_3830.JPEG,lynx
272,http://localhost/SearchEngine/reverse_image_search/train/lynx/n02127052_19993.JPEG,lynx
273,http://localhost/SearchEngine/reverse_image_search/train/lynx/n02127052_2768.JPEG,lynx
274,http://localhost/SearchEngine/reverse_image_search/train/lynx/n02127052_206.JPEG,lynx
275,http://localhost/SearchEngine/reverse_image_search/train/lynx/n02127052_9325.JPEG,lynx
276,http://localhost/SearchEngine/reverse_image_search/train/lynx/n02127052_433.JPEG,lynx
277,http://localhost/SearchEngine/reverse_image_search/train/lynx/n02127052_7657.JPEG,lynx
278,http://localhost/SearchEngine/reverse_image_search/train/lynx/n02127052_2874.JPEG,lynx
279,http://localhost/SearchEngine/reverse_image_search/train/lynx/n02127052_1944.JPEG,lynx
280,http://localhost/SearchEngine/reverse_image_search/train/scabbard/n04141327_1706.JPEG,scabbard
